Bentuk Takbaku,Bentuk Baku,Sumber,Dapat Diubah,Ambigu,Memiliki Makna,Memiliki Homonim,Memiliki Homograf,Bentuk Baku Homograf Sama
"onyak-anyik","onyah-anyih","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"opau","pao-pao","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"open","oven","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"oplet","opelet","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"orangutan","orang utan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"orasio","orasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"oreol","aureol","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"organisir","organisasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"orisinil","orisinal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ornitin","ornitina","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"oseng","gongseng","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Osing","Using","KBBI V","Tidak","Ya","Ya","Tidak","Tidak","Tidak"
"otentik","autentik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otentikasi","autentikasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otoaktivitas","autoaktivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otobiografi","autobiografi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otodidak","autodidak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otograf","autograf","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otografi","autografi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otoklaf","autoklaf","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otokrasi","autokrasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otokrat","autokrat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otokritik","autokritik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otomasi","automasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otopsi","autopsi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otorita","otoritas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otoritarian","otoriter","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"otoritet","otoritas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ovari","ovarium","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pacak","pacek","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pacat","pacet","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pacis","pacih","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"padepokan","pedepokan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"padusi","pedusi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"paedah","faedah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pah","pak","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pahing","Paing","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pakat","pekat","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pakbon","vakbon","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pakir","fakir","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pakma","patma","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"palasik","pelesit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pali","pemali","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"palit","pailit","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"palm","palem","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"palma","palem","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"palmit","palmin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pamungkas","pemungkas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"panganan","penganan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"panili","vanili","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"panitra","panitera","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"panjer","panjar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"panu","panau","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"papat","pepat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Parahyangan","Parahiyangan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"paraid","faraid","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"parampara","paranpara","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"parap","paraf","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"paria","peria","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"parji","farji","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"parlente","perlente","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"paro","paruh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"partial","parsial","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pasah","fasakh","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pasanggrahan","pesanggrahan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pasara","pusara","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"paset","faset","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pasik","fasik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pasirah","pesirah","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pastori","pastoran","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pastur","pasteur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pateram","petaram","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"patikim","tikim","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"patung","sepatung","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"payir","pair","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Pebruari","Februari","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pecah beling","kejibeling","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pecal","pecel","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pecok","pecak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pedagogik","pedagogis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pedah","padah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pedal","empedal","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"pedu","empedu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pegagan","pegagang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pegawam","peguam","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pekah","nafkah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pekam","pakem","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pekatul","bekatul","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pekir","fakir","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pekong","toapekong","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pekur","tafakur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pelaga","kapulaga","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"pelangkin","belangkin","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pelapah","pelepah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pelbaya","pelebaya","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pelembaya","pelebaya","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pelempap","telempap","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pelok","peluk","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pelopak","kelopak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"peluh","peloh","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pelungpung","pelumpung","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pematah","pepatah","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"pemindang","pemidang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pen","pena","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"penaga","menaga","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"penak","pinak","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pendapa","pedapa","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"penganten","pengantin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pengklon","pengklonaan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pengkondisian","pengondisian","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"peniaram","penaram","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pentilasi","ventilasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"penyet","penyek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perancah","perencah","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"Perancis","Prancis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perancit","pancit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perang","pirang","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"peranggi","peringgi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perangko","prangko","KBBI V","Tidak","Tidak","Tidak","Tidak","Ya","Ya"
"perbahasa","peribahasa","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"perbegu","pelebegu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perduli","peduli","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perengkat","peringkat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pergat","fregat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pergata","fregat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pergul","pergol","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perji","farji","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perlintih","perlenteh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pernekel","pernikel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pernel","flanel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perop","prop","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perselah","perslah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"persero","pesero","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"personil","personel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perugul","perogol","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"perwatin","batin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pesara","pasar","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pesemendan","pasumandan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"peset","pesek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pesok","pesuk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pestol","pistol","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pete","petai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"petek","pepetek","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"peyang","peang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"phi","fi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"photo","foto","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"photokopi","fotokopi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"picah","pica","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pici","peci","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pidada","pedada","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pidit","geridit pidit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pikup","pikap","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pinalti","penalti","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pinas","penes","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pinding","kepinding","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pingkel","pingkal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pinis","penes","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pinjak","pijak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pinsil","pensil","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pir","per","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"piranti","peranti","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pirasat","firasat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pirsawan","pemirsa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"piruk","hiruk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pisak","pesak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pisit","pisik","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pitah","petah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pitih","pitis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"piting","kepiting","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pitrah","fitrah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"piyama","piama","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"planel","flanel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"plat","pelat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"podak","pandan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pol","pul","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"polis","poles","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"polmak","polmah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"polonter","volunter","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pompong","kepompong","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pondamen","fundamen","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pondasi","fondasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ponok","punuk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"popular","populer","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"port","porta","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"porter","portir","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"posfor","fosfor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"poto","foto","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prabawa","perbawa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prada","perada","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"praktek","praktik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"predatori","predatoris","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"presentase","persentase","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"presidentil","presidensial","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prihal","perihal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prilaku","perilaku","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pringas-pringis","prangas-pringis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prinsipal","prinsipiel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prive","privat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"priyagung","priagung","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"priyayi","priayi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"produktifitas","produktivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"progresifitas","progresivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"projek","proyek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prolin","prolina","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"propinsi","provinsi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prosen","persen","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"prosentase","persentase","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"provokatur","provokator","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"publisir","publikasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"puerperium","puerpera","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"puitik","puitis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pukang","kungkang","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pul","pol","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pules","pulas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"puling","pialing","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pulpa","pulp","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pulus","fulus","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"punggawa","penggawa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"pungkir","mungkir","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"purin","purina","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"puring","furing","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"pusa","puso","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"puser","pusar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"putera","putra","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"puteri","putri","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"puyo-puyo","puyu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"puyu","puyuh","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"qalbu","kalbu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"qalqalah","kalkalah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"qasida","kasidah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"qasidah","kasidah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"qolbu","kalbu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rabik","rabit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rades","radis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"radioaktifitas","radioaktivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ragbol","rakbol","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ragut","renggut","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rahsia","rahasia","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"raksamala","rasamala","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"raksi","rasi","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"ralip","galib","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"ram","eram","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"Ramadhan","Ramadan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rambang","rembang","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rambih","rambeh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rame","ramai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rampis","ramping","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ramulus","ramus","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rana","ratna","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"ranai","rinai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rancah","rencah","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"randang","rendang","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"randih","rondah-rondih","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rangda","randa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rangka","rengga","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rangkas","ranggas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rangkuh","rengkuh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rangkun","rangkum","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rangsel","ransel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rangsuk","rasuk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rangsum","ransum","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ranguk","rango-rango","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ranju","ranjau","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ranjungan","rajungan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rantak","berantakan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rapih","rapi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rasan","rasam","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rasia","rahasia","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"ratas","retas","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rau","derau","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rawah","rawa","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rawang","rawa","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rayun","rayu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"reaktifitas","reaktivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"real","rial","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"realita","realitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rebet","rembet","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"Rebo","Rabu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rebok","rebuk","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"rebong","rebung","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"reda","rela","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"redah","reda","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"redang","radang","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"redap","redup","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"redas","redah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"regim","rezim","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Rejab","Rajab","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rejam","rajam","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rejeki","rezeki","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rejim","rezim","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rekaat","rakaat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rekal","rehal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rekisitor","rekuisitor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rekisitur","rekuisitor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"reksadana","reksa dana","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"relatifitas","relativitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"relawan","sukarelawan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"religiusitas","religiositas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"rematik","reumatik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
